,originalLocation,col_1_label,col_1_qty,col_2_label,col_2_qty,col_3_label,col_3_qty,col_4_label,col_4_qty,col_5_label,col_5_qty,col_6_label,col_6_qty,col_7_label,col_7_qty,col_8_label,col_8_qty,col_9_label,col_9_qty,col_10_label,col_10_qty,col_11_label,col_11_qty,col_12_label,col_12_qty,col_13_label,col_13_qty,col_14_label,col_14_qty,col_15_label,col_15_qty,col_16_label,col_16_qty,col_17_label,col_17_qty,col_18_label,col_18_qty
1138,K-17-13,QTMT7N,6.5,QTMT7N,6.5,QTMT7N,6.5,QTMT7N,6.5,QTMT7N,6.5,QTMT7N,6.5,QTMT7N,6.5,QTMT7N,6.5,QTMT7N,6.5,QTMT7N,6.5,QTMT7N,6.5,QTMT7N,6.5,QTMT7N,6.5,QTMT7N,6.5,QTMT7N,6.5,QTMT7N,6.5,QTMT7N,6.5,QTMT7N,6.5
1144,K-18-11,UU4A1K,13.0,UU4A1K,13.0,UU4A1K,13.0,UU4A1K,13.0,UU4A1K,13.0,UU4A1K,13.0,UU4A1K,13.0,UU4A1K,13.0,UU4A1K,13.0,UU4A1K,13.0,UU4A1K,13.0,UU4A1K,13.0,UU4A1K,13.0,UU4A1K,13.0,UU4A1K,13.0,UU4A1K,13.0,UU4A1K,13.0,UU4A1K,13.0
1145,K-18-12,YE890X,7.0,YE890X,7.0,YE890X,7.0,YE890X,7.0,YE890X,7.0,YE890X,7.0,YE890X,7.0,YE890X,7.0,YE890X,7.0,YE890X,7.0,YE890X,7.0,YE890X,7.0,YE890X,7.0,YE890X,7.0,YE890X,7.0,YE890X,7.0,YE890X,7.0,YE890X,7.0
1146,K-18-13,XUZJ74,13.0,XUZJ74,13.0,XUZJ74,13.0,XUZJ74,13.0,XUZJ74,13.0,XUZJ74,13.0,XUZJ74,13.0,XUZJ74,13.0,XUZJ74,13.0,XUZJ74,13.0,XUZJ74,13.0,XUZJ74,13.0,XUZJ74,13.0,XUZJ74,13.0,XUZJ74,13.0,XUZJ74,13.0,XUZJ74,13.0,XUZJ74,13.0
1152,K-19-11,Y813MQ,8.0,Y813MQ,8.0,Y813MQ,8.0,Y813MQ,8.0,Y813MQ,8.0,Y813MQ,8.0,Y813MQ,8.0,Y813MQ,8.0,Y813MQ,8.0,Y813MQ,8.0,Y813MQ,8.0,Y813MQ,8.0,Y813MQ,8.0,Y813MQ,8.0,Y813MQ,8.0,Y813MQ,8.0,Y813MQ,8.0,Y813MQ,8.0
1153,K-19-12,AKP0A7,8.0,AKP0A7,8.0,AKP0A7,8.0,AKP0A7,8.0,AKP0A7,8.0,AKP0A7,8.0,AKP0A7,8.0,AKP0A7,8.0,AKP0A7,8.0,AKP0A7,8.0,AKP0A7,8.0,AKP0A7,8.0,AKP0A7,8.0,AKP0A7,8.0,AKP0A7,8.0,AKP0A7,8.0,AKP0A7,8.0,AKP0A7,8.0
1154,K-19-13,6NDM0O,13.0,6NDM0O,13.0,6NDM0O,13.0,6NDM0O,13.0,6NDM0O,13.0,6NDM0O,13.0,6NDM0O,13.0,6NDM0O,13.0,6NDM0O,13.0,6NDM0O,13.0,6NDM0O,13.0,6NDM0O,13.0,6NDM0O,13.0,6NDM0O,13.0,6NDM0O,13.0,6NDM0O,13.0,6NDM0O,13.0,6NDM0O,13.0
1160,K-20-11,37VA62,9.0,37VA62,9.0,37VA62,9.0,37VA62,9.0,37VA62,9.0,37VA62,9.0,37VA62,9.0,37VA62,9.0,37VA62,9.0,37VA62,9.0,37VA62,9.0,37VA62,9.0,37VA62,9.0,37VA62,9.0,37VA62,9.0,37VA62,9.0,37VA62,9.0,37VA62,9.0
1161,K-20-12,U8203G,10.0,U8203G,10.0,U8203G,10.0,U8203G,10.0,U8203G,10.0,U8203G,10.0,U8203G,10.0,U8203G,10.0,U8203G,10.0,U8203G,10.0,U8203G,10.0,U8203G,10.0,U8203G,10.0,U8203G,10.0,U8203G,10.0,U8203G,10.0,U8203G,10.0,U8203G,10.0
1162,K-20-13,KTDZY0,8.0,KTDZY0,8.0,KTDZY0,8.0,KTDZY0,8.0,KTDZY0,8.0,KTDZY0,8.0,KTDZY0,8.0,KTDZY0,8.0,KTDZY0,8.0,KTDZY0,8.0,KTDZY0,8.0,KTDZY0,8.0,KTDZY0,8.0,KTDZY0,8.0,KTDZY0,8.0,KTDZY0,8.0,KTDZY0,8.0,KTDZY0,8.0
1168,K-21-11,TB6WIP,7.0,TB6WIP,7.0,TB6WIP,7.0,TB6WIP,7.0,TB6WIP,7.0,TB6WIP,7.0,TB6WIP,7.0,TB6WIP,7.0,TB6WIP,7.0,TB6WIP,7.0,TB6WIP,7.0,TB6WIP,7.0,TB6WIP,7.0,TB6WIP,7.0,TB6WIP,7.0,TB6WIP,7.0,TB6WIP,7.0,TB6WIP,7.0
1169,K-21-12,37VA62,8.0,37VA62,8.0,37VA62,8.0,37VA62,8.0,37VA62,8.0,37VA62,8.0,37VA62,8.0,37VA62,8.0,37VA62,8.0,37VA62,8.0,37VA62,8.0,37VA62,8.0,37VA62,8.0,37VA62,8.0,37VA62,8.0,37VA62,8.0,37VA62,8.0,37VA62,8.0
1170,K-21-13,AKP0A7,10.0,AKP0A7,10.0,AKP0A7,10.0,AKP0A7,10.0,AKP0A7,10.0,AKP0A7,10.0,AKP0A7,10.0,AKP0A7,10.0,AKP0A7,10.0,AKP0A7,10.0,AKP0A7,10.0,AKP0A7,10.0,AKP0A7,10.0,AKP0A7,10.0,AKP0A7,10.0,AKP0A7,10.0,AKP0A7,10.0,AKP0A7,10.0
1176,K-22-11,A19092,12.0,A19092,12.0,A19092,12.0,A19092,12.0,A19092,12.0,A19092,12.0,A19092,12.0,A19092,12.0,A19092,12.0,A19092,12.0,A19092,12.0,A19092,12.0,A19092,12.0,A19092,12.0,A19092,12.0,A19092,12.0,A19092,12.0,A19092,12.0
1177,K-22-12,EUMBM7,8.0,EUMBM7,8.0,EUMBM7,8.0,EUMBM7,8.0,EUMBM7,8.0,EUMBM7,8.0,EUMBM7,8.0,EUMBM7,8.0,EUMBM7,8.0,EUMBM7,8.0,EUMBM7,8.0,EUMBM7,8.0,EUMBM7,8.0,EUMBM7,8.0,EUMBM7,8.0,EUMBM7,8.0,EUMBM7,8.0,EUMBM7,8.0
1178,K-22-13,4E0KXI,6.0,4E0KXI,6.0,4E0KXI,6.0,4E0KXI,6.0,4E0KXI,6.0,4E0KXI,6.0,4E0KXI,6.0,4E0KXI,6.0,4E0KXI,6.0,4E0KXI,6.0,4E0KXI,6.0,4E0KXI,6.0,4E0KXI,6.0,4E0KXI,6.0,4E0KXI,6.0,4E0KXI,6.0,4E0KXI,6.0,4E0KXI,6.0
1184,K-23-11,EQQBND,8.0,EQQBND,8.0,EQQBND,8.0,EQQBND,8.0,EQQBND,8.0,EQQBND,8.0,EQQBND,8.0,EQQBND,8.0,EQQBND,8.0,EQQBND,8.0,EQQBND,8.0,EQQBND,8.0,EQQBND,8.0,EQQBND,8.0,EQQBND,8.0,EQQBND,8.0,EQQBND,8.0,EQQBND,8.0
1185,K-23-12,800OVF,5.0,800OVF,5.0,800OVF,5.0,800OVF,5.0,800OVF,5.0,800OVF,5.0,800OVF,5.0,800OVF,5.0,800OVF,5.0,800OVF,5.0,800OVF,5.0,800OVF,5.0,800OVF,5.0,800OVF,5.0,800OVF,5.0,800OVF,5.0,800OVF,5.0,800OVF,5.0
1186,K-23-13,X31OGS,8.0,X31OGS,8.0,X31OGS,8.0,X31OGS,8.0,X31OGS,8.0,X31OGS,8.0,X31OGS,8.0,X31OGS,8.0,X31OGS,8.0,X31OGS,8.0,X31OGS,8.0,X31OGS,8.0,X31OGS,8.0,X31OGS,8.0,X31OGS,8.0,X31OGS,8.0,X31OGS,8.0,X31OGS,8.0
1192,K-24-11,UNPPMJ,9.0,UNPPMJ,9.0,UNPPMJ,9.0,UNPPMJ,9.0,UNPPMJ,9.0,UNPPMJ,9.0,UNPPMJ,9.0,UNPPMJ,9.0,UNPPMJ,9.0,UNPPMJ,9.0,UNPPMJ,9.0,UNPPMJ,9.0,UNPPMJ,9.0,UNPPMJ,9.0,UNPPMJ,9.0,UNPPMJ,9.0,UNPPMJ,9.0,UNPPMJ,9.0
1193,K-24-12,XFQ9CP,7.5,XFQ9CP,7.5,XFQ9CP,7.5,XFQ9CP,7.5,XFQ9CP,7.5,XFQ9CP,7.5,XFQ9CP,7.5,XFQ9CP,7.5,XFQ9CP,7.5,XFQ9CP,7.5,XFQ9CP,7.5,XFQ9CP,7.5,XFQ9CP,7.5,XFQ9CP,7.5,XFQ9CP,7.5,XFQ9CP,7.5,XFQ9CP,7.5,XFQ9CP,7.5
1194,K-24-13,1ENECA,13.0,1ENECA,13.0,1ENECA,13.0,1ENECA,13.0,1ENECA,13.0,1ENECA,13.0,1ENECA,13.0,1ENECA,13.0,1ENECA,13.0,1ENECA,13.0,1ENECA,13.0,1ENECA,13.0,1ENECA,13.0,1ENECA,13.0,1ENECA,13.0,1ENECA,13.0,1ENECA,13.0,1ENECA,13.0
1200,L-01-11,6M2FJM,5.0,6M2FJM,5.0,6M2FJM,5.0,6M2FJM,5.0,6M2FJM,5.0,6M2FJM,5.0,6M2FJM,5.0,6M2FJM,5.0,6M2FJM,5.0,6M2FJM,5.0,6M2FJM,5.0,6M2FJM,5.0,6M2FJM,5.0,6M2FJM,5.0,6M2FJM,5.0,6M2FJM,5.0,6M2FJM,5.0,6M2FJM,5.0
1201,L-01-12,6M2FJM,6.0,6M2FJM,6.0,6M2FJM,6.0,6M2FJM,6.0,6M2FJM,6.0,6M2FJM,6.0,6M2FJM,6.0,6M2FJM,6.0,6M2FJM,6.0,6M2FJM,6.0,6M2FJM,6.0,6M2FJM,6.0,6M2FJM,6.0,6M2FJM,6.0,6M2FJM,6.0,6M2FJM,6.0,6M2FJM,6.0,6M2FJM,6.0
1202,L-01-13,6M2FJM,6.5,6M2FJM,6.5,6M2FJM,6.5,6M2FJM,6.5,6M2FJM,6.5,6M2FJM,6.5,6M2FJM,6.5,6M2FJM,6.5,6M2FJM,6.5,6M2FJM,6.5,6M2FJM,6.5,6M2FJM,6.5,6M2FJM,6.5,6M2FJM,6.5,6M2FJM,6.5,6M2FJM,6.5,6M2FJM,6.5,6M2FJM,6.5
1208,L-02-11,G8ASPE,9.0,G8ASPE,9.0,G8ASPE,9.0,G8ASPE,9.0,G8ASPE,9.0,G8ASPE,9.0,G8ASPE,9.0,G8ASPE,9.0,G8ASPE,9.0,G8ASPE,9.0,G8ASPE,9.0,G8ASPE,9.0,G8ASPE,9.0,G8ASPE,9.0,G8ASPE,9.0,G8ASPE,9.0,G8ASPE,9.0,G8ASPE,9.0
1209,L-02-12,5HQR89,10.0,5HQR89,10.0,5HQR89,10.0,5HQR89,10.0,5HQR89,10.0,5HQR89,10.0,5HQR89,10.0,5HQR89,10.0,5HQR89,10.0,5HQR89,10.0,5HQR89,10.0,5HQR89,10.0,5HQR89,10.0,5HQR89,10.0,5HQR89,10.0,5HQR89,10.0,5HQR89,10.0,5HQR89,10.0
1210,L-02-13,G8ASPE,6.5,G8ASPE,6.5,G8ASPE,6.5,G8ASPE,6.5,G8ASPE,6.5,G8ASPE,6.5,G8ASPE,6.5,G8ASPE,6.5,G8ASPE,6.5,G8ASPE,6.5,G8ASPE,6.5,G8ASPE,6.5,G8ASPE,6.5,G8ASPE,6.5,G8ASPE,6.5,G8ASPE,6.5,G8ASPE,6.5,G8ASPE,6.5
1216,L-03-11,6M2FJM,7.0,6M2FJM,7.0,6M2FJM,7.0,6M2FJM,7.0,6M2FJM,7.0,6M2FJM,7.0,6M2FJM,7.0,6M2FJM,7.0,6M2FJM,7.0,6M2FJM,7.0,6M2FJM,7.0,6M2FJM,7.0,6M2FJM,7.0,6M2FJM,7.0,6M2FJM,7.0,6M2FJM,7.0,6M2FJM,7.0,6M2FJM,7.0
1217,L-03-12,Q50W5L,7.5,Q50W5L,7.5,Q50W5L,7.5,Q50W5L,7.5,Q50W5L,7.5,Q50W5L,7.5,Q50W5L,7.5,Q50W5L,7.5,Q50W5L,7.5,Q50W5L,7.5,Q50W5L,7.5,Q50W5L,7.5,Q50W5L,7.5,Q50W5L,7.5,Q50W5L,7.5,Q50W5L,7.5,Q50W5L,7.5,Q50W5L,7.5
1218,L-03-13,6M2FJM,8.0,6M2FJM,8.0,6M2FJM,8.0,6M2FJM,8.0,6M2FJM,8.0,6M2FJM,8.0,6M2FJM,8.0,6M2FJM,8.0,6M2FJM,8.0,6M2FJM,8.0,6M2FJM,8.0,6M2FJM,8.0,6M2FJM,8.0,6M2FJM,8.0,6M2FJM,8.0,6M2FJM,8.0,6M2FJM,8.0,6M2FJM,8.0
1224,L-04-11,G8ASPE,7.0,G8ASPE,7.0,G8ASPE,7.0,G8ASPE,7.0,G8ASPE,7.0,G8ASPE,7.0,G8ASPE,7.0,G8ASPE,7.0,G8ASPE,7.0,G8ASPE,7.0,G8ASPE,7.0,G8ASPE,7.0,G8ASPE,7.0,G8ASPE,7.0,G8ASPE,7.0,G8ASPE,7.0,G8ASPE,7.0,G8ASPE,7.0
1225,L-04-12,F7LULH,10.5,F7LULH,10.5,F7LULH,10.5,F7LULH,10.5,F7LULH,10.5,F7LULH,10.5,F7LULH,10.5,F7LULH,10.5,F7LULH,10.5,F7LULH,10.5,F7LULH,10.5,F7LULH,10.5,F7LULH,10.5,F7LULH,10.5,F7LULH,10.5,F7LULH,10.5,F7LULH,10.5,F7LULH,10.5
1226,L-04-13,G8ASPE,8.0,G8ASPE,8.0,G8ASPE,8.0,G8ASPE,8.0,G8ASPE,8.0,G8ASPE,8.0,G8ASPE,8.0,G8ASPE,8.0,G8ASPE,8.0,G8ASPE,8.0,G8ASPE,8.0,G8ASPE,8.0,G8ASPE,8.0,G8ASPE,8.0,G8ASPE,8.0,G8ASPE,8.0,G8ASPE,8.0,G8ASPE,8.0
1232,L-05-11,6M2FJM,8.5,6M2FJM,8.5,6M2FJM,8.5,6M2FJM,8.5,6M2FJM,8.5,6M2FJM,8.5,6M2FJM,8.5,6M2FJM,8.5,6M2FJM,8.5,6M2FJM,8.5,6M2FJM,8.5,6M2FJM,8.5,6M2FJM,8.5,6M2FJM,8.5,6M2FJM,8.5,6M2FJM,8.5,6M2FJM,8.5,6M2FJM,8.5
1233,L-05-12,Q50W5L,9.5,Q50W5L,9.5,Q50W5L,9.5,Q50W5L,9.5,Q50W5L,9.5,Q50W5L,9.5,Q50W5L,9.5,Q50W5L,9.5,Q50W5L,9.5,Q50W5L,9.5,Q50W5L,9.5,Q50W5L,9.5,Q50W5L,9.5,Q50W5L,9.5,Q50W5L,9.5,Q50W5L,9.5,Q50W5L,9.5,Q50W5L,9.5
1234,L-05-13,6M2FJM,9.5,6M2FJM,9.5,6M2FJM,9.5,6M2FJM,9.5,6M2FJM,9.5,6M2FJM,9.5,6M2FJM,9.5,6M2FJM,9.5,6M2FJM,9.5,6M2FJM,9.5,6M2FJM,9.5,6M2FJM,9.5,6M2FJM,9.5,6M2FJM,9.5,6M2FJM,9.5,6M2FJM,9.5,6M2FJM,9.5,6M2FJM,9.5
1240,L-06-11,F7LULH,8.5,F7LULH,8.5,F7LULH,8.5,F7LULH,8.5,F7LULH,8.5,F7LULH,8.5,F7LULH,8.5,F7LULH,8.5,F7LULH,8.5,F7LULH,8.5,F7LULH,8.5,F7LULH,8.5,F7LULH,8.5,F7LULH,8.5,F7LULH,8.5,F7LULH,8.5,F7LULH,8.5,F7LULH,8.5
1241,L-06-12,B24J86,7.5,B24J86,7.5,B24J86,7.5,B24J86,7.5,B24J86,7.5,B24J86,7.5,B24J86,7.5,B24J86,7.5,B24J86,7.5,B24J86,7.5,B24J86,7.5,B24J86,7.5,B24J86,7.5,B24J86,7.5,B24J86,7.5,B24J86,7.5,B24J86,7.5,B24J86,7.5
1242,L-06-13,F7LULH,6.5,F7LULH,6.5,F7LULH,6.5,F7LULH,6.5,F7LULH,6.5,F7LULH,6.5,F7LULH,6.5,F7LULH,6.5,F7LULH,6.5,F7LULH,6.5,F7LULH,6.5,F7LULH,6.5,F7LULH,6.5,F7LULH,6.5,F7LULH,6.5,F7LULH,6.5,F7LULH,6.5,F7LULH,6.5
1248,L-07-11,6M2FJM,10.0,6M2FJM,10.0,6M2FJM,10.0,6M2FJM,10.0,6M2FJM,10.0,6M2FJM,10.0,6M2FJM,10.0,6M2FJM,10.0,6M2FJM,10.0,6M2FJM,10.0,6M2FJM,10.0,6M2FJM,10.0,6M2FJM,10.0,6M2FJM,10.0,6M2FJM,10.0,6M2FJM,10.0,6M2FJM,10.0,6M2FJM,10.0
1249,L-07-12,Q50W5L,12.0,Q50W5L,12.0,Q50W5L,12.0,Q50W5L,12.0,Q50W5L,12.0,Q50W5L,12.0,Q50W5L,12.0,Q50W5L,12.0,Q50W5L,12.0,Q50W5L,12.0,Q50W5L,12.0,Q50W5L,12.0,Q50W5L,12.0,Q50W5L,12.0,Q50W5L,12.0,Q50W5L,12.0,Q50W5L,12.0,Q50W5L,12.0
1250,L-07-13,6M2FJM,11.0,6M2FJM,11.0,6M2FJM,11.0,6M2FJM,11.0,6M2FJM,11.0,6M2FJM,11.0,6M2FJM,11.0,6M2FJM,11.0,6M2FJM,11.0,6M2FJM,11.0,6M2FJM,11.0,6M2FJM,11.0,6M2FJM,11.0,6M2FJM,11.0,6M2FJM,11.0,6M2FJM,11.0,6M2FJM,11.0,6M2FJM,11.0
1256,L-08-11,I1X92B,6.5,I1X92B,6.5,I1X92B,6.5,I1X92B,6.5,I1X92B,6.5,I1X92B,6.5,I1X92B,6.5,I1X92B,6.5,I1X92B,6.5,I1X92B,6.5,I1X92B,6.5,I1X92B,6.5,I1X92B,6.5,I1X92B,6.5,I1X92B,6.5,I1X92B,6.5,I1X92B,6.5,I1X92B,6.5
1257,L-08-12,I1X92B,8.5,I1X92B,8.5,I1X92B,8.5,I1X92B,8.5,I1X92B,8.5,I1X92B,8.5,I1X92B,8.5,I1X92B,8.5,I1X92B,8.5,I1X92B,8.5,I1X92B,8.5,I1X92B,8.5,I1X92B,8.5,I1X92B,8.5,I1X92B,8.5,I1X92B,8.5,I1X92B,8.5,I1X92B,8.5
1258,L-08-13,I1X92B,9.5,I1X92B,9.5,I1X92B,9.5,I1X92B,9.5,I1X92B,9.5,I1X92B,9.5,I1X92B,9.5,I1X92B,9.5,I1X92B,9.5,I1X92B,9.5,I1X92B,9.5,I1X92B,9.5,I1X92B,9.5,I1X92B,9.5,I1X92B,9.5,I1X92B,9.5,I1X92B,9.5,I1X92B,9.5
1264,L-09-11,6M2FJM,12.0,6M2FJM,12.0,6M2FJM,12.0,6M2FJM,12.0,6M2FJM,12.0,6M2FJM,12.0,6M2FJM,12.0,6M2FJM,12.0,6M2FJM,12.0,6M2FJM,12.0,6M2FJM,12.0,6M2FJM,12.0,6M2FJM,12.0,6M2FJM,12.0,6M2FJM,12.0,6M2FJM,12.0,6M2FJM,12.0,6M2FJM,12.0
1265,L-09-12,HOUGRO,10.0,HOUGRO,10.0,HOUGRO,10.0,HOUGRO,10.0,HOUGRO,10.0,HOUGRO,10.0,HOUGRO,10.0,HOUGRO,10.0,HOUGRO,10.0,HOUGRO,10.0,HOUGRO,10.0,HOUGRO,10.0,HOUGRO,10.0,HOUGRO,10.0,HOUGRO,10.0,HOUGRO,10.0,HOUGRO,10.0,HOUGRO,10.0
1266,L-09-13,6M2FJM,14.0,6M2FJM,14.0,6M2FJM,14.0,6M2FJM,14.0,6M2FJM,14.0,6M2FJM,14.0,6M2FJM,14.0,6M2FJM,14.0,6M2FJM,14.0,6M2FJM,14.0,6M2FJM,14.0,6M2FJM,14.0,6M2FJM,14.0,6M2FJM,14.0,6M2FJM,14.0,6M2FJM,14.0,6M2FJM,14.0,6M2FJM,14.0
1272,L-10-11,I1X92B,10.5,I1X92B,10.5,I1X92B,10.5,I1X92B,10.5,I1X92B,10.5,I1X92B,10.5,I1X92B,10.5,I1X92B,10.5,I1X92B,10.5,I1X92B,10.5,I1X92B,10.5,I1X92B,10.5,I1X92B,10.5,I1X92B,10.5,I1X92B,10.5,I1X92B,10.5,I1X92B,10.5,I1X92B,10.5
1273,L-10-12,I1X92B,11.0,I1X92B,11.0,I1X92B,11.0,I1X92B,11.0,I1X92B,11.0,I1X92B,11.0,I1X92B,11.0,I1X92B,11.0,I1X92B,11.0,I1X92B,11.0,I1X92B,11.0,I1X92B,11.0,I1X92B,11.0,I1X92B,11.0,I1X92B,11.0,I1X92B,11.0,I1X92B,11.0,I1X92B,11.0
1274,L-10-13,G8ASPE,15.0,G8ASPE,15.0,G8ASPE,15.0,G8ASPE,15.0,G8ASPE,15.0,G8ASPE,15.0,G8ASPE,15.0,G8ASPE,15.0,G8ASPE,15.0,G8ASPE,15.0,G8ASPE,15.0,G8ASPE,15.0,G8ASPE,15.0,G8ASPE,15.0,G8ASPE,15.0,G8ASPE,15.0,G8ASPE,15.0,G8ASPE,15.0
1280,L-13-11,8N10W9,12.0,8N10W9,12.0,8N10W9,12.0,8N10W9,12.0,8N10W9,12.0,8N10W9,12.0,8N10W9,12.0,8N10W9,12.0,8N10W9,12.0,8N10W9,12.0,8N10W9,12.0,8N10W9,12.0,8N10W9,12.0,8N10W9,12.0,8N10W9,12.0,8N10W9,12.0,8N10W9,12.0,8N10W9,12.0
1281,L-13-12,XUZJ74,6.0,XUZJ74,6.0,XUZJ74,6.0,XUZJ74,6.0,XUZJ74,6.0,XUZJ74,6.0,XUZJ74,6.0,XUZJ74,6.0,XUZJ74,6.0,XUZJ74,6.0,XUZJ74,6.0,XUZJ74,6.0,XUZJ74,6.0,XUZJ74,6.0,XUZJ74,6.0,XUZJ74,6.0,XUZJ74,6.0,XUZJ74,6.0
1282,L-13-13,XUZJ74,7.5,XUZJ74,7.5,XUZJ74,7.5,XUZJ74,7.5,XUZJ74,7.5,XUZJ74,7.5,XUZJ74,7.5,XUZJ74,7.5,XUZJ74,7.5,XUZJ74,7.5,XUZJ74,7.5,XUZJ74,7.5,XUZJ74,7.5,XUZJ74,7.5,XUZJ74,7.5,XUZJ74,7.5,XUZJ74,7.5,XUZJ74,7.5
1288,L-14-11,RAUDQ6,9.0,RAUDQ6,9.0,RAUDQ6,9.0,RAUDQ6,9.0,RAUDQ6,9.0,RAUDQ6,9.0,RAUDQ6,9.0,RAUDQ6,9.0,RAUDQ6,9.0,RAUDQ6,9.0,RAUDQ6,9.0,RAUDQ6,9.0,RAUDQ6,9.0,RAUDQ6,9.0,RAUDQ6,9.0,RAUDQ6,9.0,RAUDQ6,9.0,RAUDQ6,9.0
1289,L-14-12,SMMRK3,6.0,SMMRK3,6.0,SMMRK3,6.0,SMMRK3,6.0,SMMRK3,6.0,SMMRK3,6.0,SMMRK3,6.0,SMMRK3,6.0,SMMRK3,6.0,SMMRK3,6.0,SMMRK3,6.0,SMMRK3,6.0,SMMRK3,6.0,SMMRK3,6.0,SMMRK3,6.0,SMMRK3,6.0,SMMRK3,6.0,SMMRK3,6.0
1290,L-14-13,SMMRK3,7.5,SMMRK3,7.5,SMMRK3,7.5,SMMRK3,7.5,SMMRK3,7.5,SMMRK3,7.5,SMMRK3,7.5,SMMRK3,7.5,SMMRK3,7.5,SMMRK3,7.5,SMMRK3,7.5,SMMRK3,7.5,SMMRK3,7.5,SMMRK3,7.5,SMMRK3,7.5,SMMRK3,7.5,SMMRK3,7.5,SMMRK3,7.5
1296,L-15-11,XUZJ74,8.5,XUZJ74,8.5,XUZJ74,8.5,XUZJ74,8.5,XUZJ74,8.5,XUZJ74,8.5,XUZJ74,8.5,XUZJ74,8.5,XUZJ74,8.5,XUZJ74,8.5,XUZJ74,8.5,XUZJ74,8.5,XUZJ74,8.5,XUZJ74,8.5,XUZJ74,8.5,XUZJ74,8.5,XUZJ74,8.5,XUZJ74,8.5
1297,L-15-12,XUZJ74,9.0,XUZJ74,9.0,XUZJ74,9.0,XUZJ74,9.0,XUZJ74,9.0,XUZJ74,9.0,XUZJ74,9.0,XUZJ74,9.0,XUZJ74,9.0,XUZJ74,9.0,XUZJ74,9.0,XUZJ74,9.0,XUZJ74,9.0,XUZJ74,9.0,XUZJ74,9.0,XUZJ74,9.0,XUZJ74,9.0,XUZJ74,9.0
1298,L-15-13,XUZJ74,9.5,XUZJ74,9.5,XUZJ74,9.5,XUZJ74,9.5,XUZJ74,9.5,XUZJ74,9.5,XUZJ74,9.5,XUZJ74,9.5,XUZJ74,9.5,XUZJ74,9.5,XUZJ74,9.5,XUZJ74,9.5,XUZJ74,9.5,XUZJ74,9.5,XUZJ74,9.5,XUZJ74,9.5,XUZJ74,9.5,XUZJ74,9.5
1304,L-16-11,SMMRK3,8.0,SMMRK3,8.0,SMMRK3,8.0,SMMRK3,8.0,SMMRK3,8.0,SMMRK3,8.0,SMMRK3,8.0,SMMRK3,8.0,SMMRK3,8.0,SMMRK3,8.0,SMMRK3,8.0,SMMRK3,8.0,SMMRK3,8.0,SMMRK3,8.0,SMMRK3,8.0,SMMRK3,8.0,SMMRK3,8.0,SMMRK3,8.0
1305,L-16-12,SMMRK3,8.5,SMMRK3,8.5,SMMRK3,8.5,SMMRK3,8.5,SMMRK3,8.5,SMMRK3,8.5,SMMRK3,8.5,SMMRK3,8.5,SMMRK3,8.5,SMMRK3,8.5,SMMRK3,8.5,SMMRK3,8.5,SMMRK3,8.5,SMMRK3,8.5,SMMRK3,8.5,SMMRK3,8.5,SMMRK3,8.5,SMMRK3,8.5
1306,L-16-13,SMMRK3,9.0,SMMRK3,9.0,SMMRK3,9.0,SMMRK3,9.0,SMMRK3,9.0,SMMRK3,9.0,SMMRK3,9.0,SMMRK3,9.0,SMMRK3,9.0,SMMRK3,9.0,SMMRK3,9.0,SMMRK3,9.0,SMMRK3,9.0,SMMRK3,9.0,SMMRK3,9.0,SMMRK3,9.0,SMMRK3,9.0,SMMRK3,9.0
1312,L-17-11,XUZJ74,10.0,XUZJ74,10.0,XUZJ74,10.0,XUZJ74,10.0,XUZJ74,10.0,XUZJ74,10.0,XUZJ74,10.0,XUZJ74,10.0,XUZJ74,10.0,XUZJ74,10.0,XUZJ74,10.0,XUZJ74,10.0,XUZJ74,10.0,XUZJ74,10.0,XUZJ74,10.0,XUZJ74,10.0,XUZJ74,10.0,XUZJ74,10.0
1313,L-17-12,XUZJ74,10.5,XUZJ74,10.5,XUZJ74,10.5,XUZJ74,10.5,XUZJ74,10.5,XUZJ74,10.5,XUZJ74,10.5,XUZJ74,10.5,XUZJ74,10.5,XUZJ74,10.5,XUZJ74,10.5,XUZJ74,10.5,XUZJ74,10.5,XUZJ74,10.5,XUZJ74,10.5,XUZJ74,10.5,XUZJ74,10.5,XUZJ74,10.5
1314,L-17-13,XUZJ74,11.0,XUZJ74,11.0,XUZJ74,11.0,XUZJ74,11.0,XUZJ74,11.0,XUZJ74,11.0,XUZJ74,11.0,XUZJ74,11.0,XUZJ74,11.0,XUZJ74,11.0,XUZJ74,11.0,XUZJ74,11.0,XUZJ74,11.0,XUZJ74,11.0,XUZJ74,11.0,XUZJ74,11.0,XUZJ74,11.0,XUZJ74,11.0
1320,L-18-11,SMMRK3,9.5,SMMRK3,9.5,SMMRK3,9.5,SMMRK3,9.5,SMMRK3,9.5,SMMRK3,9.5,SMMRK3,9.5,SMMRK3,9.5,SMMRK3,9.5,SMMRK3,9.5,SMMRK3,9.5,SMMRK3,9.5,SMMRK3,9.5,SMMRK3,9.5,SMMRK3,9.5,SMMRK3,9.5,SMMRK3,9.5,SMMRK3,9.5
